처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2021-09-06,2021-11-23,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202139865,2021-01-07,7729000,매각,폐품,사용연한경과,2021-08-31,10,2021-01-19
2020-07-15,2020-09-11,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201939876,2019-07-20,1463000,폐기,폐품,사용연한경과,2020-07-09,10,2019-07-25
2018-06-22,2018-09-16,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201839883,2018-01-07,7119000,폐기,폐품,사용연한경과,2018-06-17,6,2018-01-18
2025-03-24,,매각,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201839887,2018-01-07,7119000,매각,신품,잉여물품,2018-03-22,6,2018-01-18
2022-10-08,2022-12-27,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202139916,2021-09-16,14028000,매각,중고품,불용결정,2022-09-24,10,2021-09-23
2016-04-05,2016-05-11,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201540008,2015-05-05,5288000,매각,중고품,불용결정,2016-04-03,10,2015-05-18
2022-01-04,2022-03-17,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040012,2020-11-17,6786000,매각,중고품,사업종료,2021-12-28,10,2020-11-30
2021-11-10,2021-12-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040022,2020-11-17,6786000,폐기,폐품,사용연한경과,2021-11-08,10,2020-11-30
2021-09-11,2021-11-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040029,2020-11-17,6786000,폐기,폐품,사용연한경과,2021-08-31,10,2020-11-30
2021-04-20,2021-07-14,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040030,2020-11-17,6786000,폐기,폐품,사용연한경과,2021-04-13,10,2020-11-30
2021-08-06,2021-10-25,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040047,2020-11-17,6786000,매각,중고품,불용결정,2021-07-25,10,2020-11-30
2018-10-28,2018-12-15,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201740060,2017-09-12,7684000,매각,중고품,사업종료,2018-10-21,10,2017-09-25
2018-06-12,2018-09-07,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201740065,2017-09-12,7684000,폐기,폐품,사용연한경과,2018-06-07,10,2017-09-25
2018-11-06,2018-12-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201740070,2017-09-12,7684000,폐기,중고품,불용결정,2018-11-02,10,2017-09-25
2018-05-14,2018-07-10,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201740079,2017-09-12,7684000,매각,중고품,불용결정,2018-05-07,10,2017-09-25
2019-11-02,2019-12-09,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201840090,2018-11-17,4917000,폐기,정비필요품,고장/파손,2019-11-01,10,2018-11-24
2019-09-28,2019-11-19,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201840094,2018-11-17,4917000,폐기,정비필요품,고장/파손,2019-09-16,10,2018-11-24
2019-07-27,2019-09-12,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201840095,2018-11-17,4917000,매각,중고품,사업종료,2019-07-13,10,2018-11-24
2021-02-09,2021-04-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202040130,2020-07-27,15554000,폐기,폐품,사용연한경과,2021-01-31,10,2020-08-03
2021-05-10,2021-06-22,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202040141,2020-07-27,15554000,폐기,정비필요품,고장/파손,2021-04-30,10,2020-08-03
2025-11-19,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202040143,2020-07-27,15554000,폐기,정비필요품,고장/파손,2021-05-13,10,2020-08-03
2021-07-16,2021-09-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202040144,2020-07-27,15554000,폐기,폐품,사용연한경과,2021-07-15,10,2020-08-03
2024-03-17,2024-05-17,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202340157,2023-01-06,1813000,폐기,폐품,사용연한경과,2024-03-09,10,2023-01-15
2023-12-08,2024-02-29,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202340161,2023-01-06,1813000,폐기,폐품,사용연한경과,2023-11-27,10,2023-01-15
2020-10-19,2021-01-02,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202040167,2020-06-06,557000,폐기,정비필요품,고장/파손,2020-10-10,5,2020-06-15
2021-01-28,2021-03-07,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940185,2019-12-11,16505000,폐기,폐품,사용연한경과,2021-01-27,10,2019-12-23
2021-01-22,2021-02-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940192,2019-12-11,16505000,폐기,폐품,사용연한경과,2021-01-11,10,2019-12-23
2025-01-08,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940195,2019-12-11,16505000,폐기,폐품,사용연한경과,2020-12-30,10,2019-12-23
2020-11-27,2021-01-02,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940201,2019-12-11,16505000,폐기,정비필요품,고장/파손,2020-11-21,10,2019-12-23
2020-03-22,2020-04-26,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940204,2019-12-11,16505000,폐기,폐품,사용연한경과,2020-03-17,10,2019-12-23
2020-09-07,2020-11-09,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940205,2019-12-11,16505000,폐기,정비필요품,고장/파손,2020-09-04,10,2019-12-23
2021-01-07,2021-04-02,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940206,2019-12-11,16505000,폐기,정비필요품,고장/파손,2021-01-04,10,2019-12-23
2020-07-13,2020-09-21,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940218,2019-12-11,16505000,폐기,정비필요품,고장/파손,2020-07-07,10,2019-12-23
2020-07-13,2020-09-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201940226,2019-12-11,16505000,폐기,폐품,사용연한경과,2020-07-10,10,2019-12-23
2015-07-11,2015-08-10,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201540239,2015-04-08,4351000,폐기,폐품,직권 불용(파손/노후),2015-07-09,6,2015-04-11
2018-04-22,2018-06-21,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201740260,2017-12-01,1569000,폐기,폐품,직권 불용(파손/노후),2018-04-11,10,2017-12-13
2018-11-22,2018-12-25,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201740267,2017-12-01,1569000,폐기,폐품,사용연한경과,2018-11-21,10,2017-12-13
2019-10-15,2019-12-03,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201840289,2018-12-01,7012000,폐기,정비필요품,고장/파손,2019-10-03,10,2018-12-12
2021-09-09,2021-12-06,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040342,2020-11-04,1878000,폐기,폐품,사용연한경과,2021-09-03,10,2020-11-18
2025-11-27,,매각,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201640344,2016-02-17,383000,매각,중고품,사업종료,2016-08-20,5,2016-02-24
2022-06-04,2022-07-19,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202140357,2021-04-05,3538000,폐기,폐품,사용연한경과,2022-05-28,8,2021-04-16
2018-01-19,2018-03-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201740383,2017-10-23,10898000,폐기,폐품,직권 불용(파손/노후),2018-01-12,10,2017-10-30
2018-04-29,2018-07-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201740399,2017-10-23,10898000,폐기,폐품,사용연한경과,2018-04-23,10,2017-10-30
2015-10-05,2015-11-21,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201540417,2015-05-30,435000,폐기,폐품,직권 불용(파손/노후),2015-09-28,5,2015-06-03
2020-11-04,2021-01-04,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040426,2020-01-10,5001000,폐기,폐품,사용연한경과,2020-10-23,10,2020-01-20
2020-09-23,2020-10-26,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040429,2020-01-10,5001000,매각,중고품,불용결정,2020-09-16,10,2020-01-20
2020-05-20,2020-07-20,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202040452,2020-01-10,5001000,폐기,정비필요품,고장/파손,2020-05-17,10,2020-01-20
2017-08-02,2017-10-04,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201740510,2017-05-13,4272000,폐기,폐품,직권 불용(파손/노후),2017-07-23,10,2017-05-23
2020-07-24,2020-10-09,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201940518,2019-12-18,5312000,매각,정비필요품,고장/파손,2020-07-18,6,2019-12-22
2015-08-11,2015-09-18,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201540558,2015-04-24,1706000,폐기,폐품,직권 불용(파손/노후),2015-08-09,5,2015-04-30
2015-11-02,2015-12-24,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201540559,2015-04-24,1706000,폐기,정비필요품,고장/파손,2015-10-26,5,2015-04-30
2023-08-11,2023-09-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202340606,2023-01-22,11476000,폐기,정비필요품,고장/파손,2023-07-29,10,2023-02-01
2021-08-19,2021-09-19,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202140683,2021-01-21,839000,매각,중고품,불용결정,2021-08-05,5,2021-01-31
2015-11-21,2016-01-03,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201540699,2015-07-08,489000,폐기,폐품,직권 불용(파손/노후),2015-11-18,5,2015-07-20
2017-02-08,2017-03-11,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201540770,2015-12-05,10421000,폐기,정비필요품,고장/파손,2017-02-03,5,2015-12-16
2025-12-13,,폐기,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201540772,2015-12-05,10421000,폐기,폐품,사용연한경과,2016-06-16,5,2015-12-16
2015-07-04,2015-09-18,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201540814,2015-03-11,321000,폐기,폐품,사용연한경과,2015-06-30,5,2015-03-20
2025-10-15,,폐기,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201540818,2015-09-21,5217000,폐기,폐품,사용연한경과,2016-10-21,5,2015-09-25
2015-07-28,2015-10-15,매각,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201540820,2015-01-12,1935000,매각,정비필요품,고장/파손,2015-07-26,8,2015-01-15
2020-01-01,2020-03-16,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201940874,2019-03-02,6141000,매각,중고품,불용결정,2019-12-29,10,2019-03-06
2019-09-05,2019-10-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201940898,2019-03-02,6141000,폐기,정비필요품,고장/파손,2019-08-29,10,2019-03-06
2017-06-28,2017-08-20,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201640907,2016-08-15,2277000,폐기,중고품,사업종료,2017-06-25,5,2016-08-23
2017-04-30,2017-06-12,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201640909,2016-08-15,2277000,폐기,폐품,사용연한경과,2017-04-20,5,2016-08-23
2016-11-30,2017-01-16,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201640936,2016-08-15,3207000,폐기,폐품,직권 불용(파손/노후),2016-11-23,10,2016-08-23
2023-12-25,2024-02-19,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202240958,2022-11-26,5283000,폐기,정비필요품,고장/파손,2023-12-24,6,2022-12-08
2023-04-05,2023-06-26,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202240970,2022-04-11,525000,매각,중고품,불용결정,2023-04-01,5,2022-04-25
2022-07-06,2022-09-05,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202141062,2021-09-26,19156000,폐기,폐품,사용연한경과,2022-07-04,10,2021-09-29
2022-03-03,2022-05-06,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202141102,2021-09-26,19156000,폐기,폐품,사용연한경과,2022-03-01,10,2021-09-29
2018-01-13,2018-02-26,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741107,2017-04-23,5692000,매각,중고품,사업종료,2018-01-05,10,2017-04-29
2017-08-29,2017-11-02,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741109,2017-04-23,5692000,폐기,정비필요품,고장/파손,2017-08-27,10,2017-04-29
2018-03-19,2018-05-29,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741115,2017-04-23,5692000,매각,중고품,사업종료,2018-03-08,10,2017-04-29
2018-01-11,2018-03-24,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741123,2017-04-23,5692000,폐기,폐품,사용연한경과,2018-01-09,10,2017-04-29
2017-10-02,2017-11-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741124,2017-04-23,5692000,폐기,폐품,사용연한경과,2017-09-30,10,2017-04-29
2018-03-14,2018-05-16,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201741132,2017-04-23,5692000,폐기,정비필요품,고장/파손,2018-03-04,10,2017-04-29
2021-06-16,2021-08-24,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202141161,2021-01-15,707000,폐기,폐품,사용연한경과,2021-06-07,5,2021-01-21
2021-12-15,2022-01-30,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202141162,2021-01-15,707000,폐기,정비필요품,고장/파손,2021-12-02,5,2021-01-21
2021-01-17,2021-03-26,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202041167,2020-08-31,7109000,폐기,정비필요품,고장/파손,2021-01-03,10,2020-09-05
2021-02-08,2021-05-06,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202041182,2020-08-31,7109000,매각,중고품,불용결정,2021-01-31,10,2020-09-05
2020-09-20,2020-11-16,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201941213,2019-08-23,5237000,폐기,정비필요품,고장/파손,2020-09-19,6,2019-08-31
2016-04-01,2016-06-27,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201541233,2015-06-25,19662000,폐기,폐품,사용연한경과,2016-03-31,6,2015-07-09
2022-02-22,2022-05-20,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202141244,2021-06-20,627000,폐기,폐품,사용연한경과,2022-02-21,10,2021-07-04
2020-05-12,2020-07-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201941250,2019-09-30,5423000,폐기,폐품,사용연한경과,2020-05-07,10,2019-10-12
2020-03-10,2020-04-27,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201941253,2019-09-30,5423000,매각,중고품,불용결정,2020-02-26,10,2019-10-12
2020-07-02,2020-08-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201941262,2019-09-30,5423000,폐기,정비필요품,고장/파손,2020-06-23,10,2019-10-12
2020-02-08,2020-04-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201941266,2019-09-30,5423000,폐기,정비필요품,고장/파손,2020-01-25,10,2019-10-12
2019-05-17,2019-07-29,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201841279,2018-12-13,4372000,폐기,폐품,사용연한경과,2019-05-10,10,2018-12-25
2017-09-21,2017-10-30,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201741299,2017-04-01,10285000,매각,중고품,사업종료,2017-09-14,10,2017-04-06
2018-02-12,2018-04-03,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201741306,2017-04-01,10285000,폐기,정비필요품,고장/파손,2018-02-07,10,2017-04-06
